,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,reviewYear,reviewLength,meaningfulWords,Title
995064,A3LW6FZ12WUX2A,B000FS9UK8,"4MaskCurse ""Kyonshi Jiang Shi""","[4, 5]","OK,I'll admit it.I checked out this movie because I'm a guy and I was curious to see if it would deliver the goods that it promised.In a word.... no.First off,if you are hoping to see alot more of Sharon Stone, you will,but not for a long time.The first real explicit scene of her that looked promising starts off transparent,as it was fading from the previous scene.So alot of the good stuff is missed.What we do see is shot from far away and then switched from a headshot view.The other scene of her in the hot tub is nice,but again her clothes come off and we get a full frontal nudity shot,but from far away and for a brief moment.Quickly followed is a shot of her face and exposed chest close up (finally!) but once again for only a few seconds.As for the promise of an alternate ending;that's a total joke.It is the same,with slightly different dialouge and the part of her walking off being cut.Hollywood very much decieved the masses on this little trick.All and all,it was just a way for Sharon Stone and Hollywood to make more money by milking the cash cow of a notorious title.If you are REALLY big time Sharon Stone fan,then you might want to rent this,but I couldn't actually see anyone wanting to own it.The overrated ""explicitedness"" is pretty tame and short.She does however talk dirty in it a few times,so I guess it isn't a total loss.These women get paid way too much...",2,Misleading......,1152748800,"07 13, 2006",2006,1389,"['OK', ""'ll"", 'admit', 'it.I', 'checked', 'out', 'movie', ""'m"", 'guy', 'was', 'curious', 'see', 'would', 'deliver', 'goods', 'word', 'are', 'hoping', 'see', 'alot', 'more', 'Sharon', 'Stone', 'will', 'not', 'long', 'time.The', 'first', 'real', 'explicit', 'scene', 'looked', 'promising', 'starts', 'transparent', 'was', 'fading', 'previous', 'scene.So', 'alot', 'good', 'stuff', 'do', 'see', 'shot', 'far', 'away', 'then', 'switched', 'headshot', 'view.The', 'other', 'scene', 'hot', 'tub', 'nice', 'again', 'clothes', 'come', 'off', 'get', 'full', 'frontal', 'nudity', 'shot', 'far', 'away', 'brief', 'moment.Quickly', 'followed', 'shot', 'face', 'exposed', 'chest', 'close', 'finally', 'once', 'again', 'only', 'few', 'seconds.As', 'promise', 'alternate', 'ending', 'total', 'joke.It', 'same', 'slightly', 'different', 'dialouge', 'part', 'walking', 'off', 'being', 'cut.Hollywood', 'very', 'much', 'decieved', 'masses', 'little', 'trick.All', 'was', 'just', 'way', 'Sharon', 'Stone', 'Hollywood', 'make', 'more', 'money', 'milking', 'cash', 'cow', 'notorious', 'title.If', 'are', 'REALLY', 'big', 'time', 'Sharon', 'Stone', 'fan', 'then', 'might', 'want', 'rent', 'could', ""n't"", 'actually', 'see', 'anyone', 'wanting', 'own', 'it.The', 'overrated', 'explicitedness', 'pretty', 'tame', 'short.She', 'however', 'talk', 'dirty', 'few', 'times', 'guess', ""n't"", 'total', 'loss.These', 'women', 'get', 'paid', 'way', 'too', 'much']",N/A
995065,A2EEUQ81DTY7G3,B000FS9UK8,A Customer,"[2, 2]","Basic Instinct 2 is indeed a guilty pleasure. Absolutely trashed by the critics upon its cinematic release a few months ago, the film disappeared pretty quickly, but it's a lot more fun than you might expect, and Sharon Stone as the Machiavellian best-selling crime novelist Catherine Tramell really is a pleasure to watch - although it's pretty obvious the actress is trying to fight the hands of time.Some viewers might consider that Stone is a getting a little too long in the tooth to play this character, but I thought that at forty-eight her age - and her lurid type of sagginess - actually contributed to the authenticity of her character. She spends most of the movie spouting lines loaded with sexual insinuation, casually sitting around her pent-house London apartment in heels, tight skirt and full makeup waiting for Dr. Michael Glass (a very hot David Morrissey) to arrive.The story is convoluted and not that believable and it tries to skewer the original movie whilst also presenting a fresh take on Catherine's murderous escapades. However, it's all good, sordid and garish fun. As the movie begins, Catherine is driving a fast sports car through the deserted streets of London, upon her climax; she crashes it into the river resulting in the death of a major sports star.Roy Washburn (David Thewlis), a Scotland Yard detective with a bad attitude is convinced that Tramell, who managed to swim to the surface, was responsible for the man's death. She's got the best defense attorney her massive wealth can buy, so Washburn calls in top shrink Michael Glass (Morrissey) to run a forensic psychoanalysis that could nail her.Of course, Doctor and subject form an attachment, with Glass becoming as sexually obsessed with Tramell. He's warned by Dr. Milena Gardosh (Charlotte Rampling) to stay away, but he just can't help himself. As the murder count piles up, Glass becomes increasingly captivated by ""risk addiction"" and we never know for sure who is murdering whom.Sharon Stone is good as Catherine, probably because she knows the part so well, and lets face it - no other actress would dare to play the character. But the real discovery is David Morrissey as Michael Glass. His performance is much better than the film really deserves. He pulls off a multifaceted blend of conceit and scarcely concealed wrath whilst still remaining sympathetic. Thewlis is good too, nabbing all the best lines and sporting a bizarre Welsh accent.One notable aspect of this movie is the slick and polished production design. In fact, the movie reminded me a little of the brilliant mid-eighties Kim Basinger film 9  Weeks, which has many of the same qualities.  Director Michael Caton-Jones has imbued his film a kind of trendy and urban architectural symbolism. Everything is slick and faux designed and London as never looked so fashionable and glamorous.Glass' office is in one of London's new phallic steel-and-glass buildings, and the City's trendiest clubs and most modernized districts provide the bulk of the film's locations. These images are among the film's sharpest elements. The sex scenes are also quite well done - and are surprisingly hot; there's no doubt that Morrissey has the body to bear it all - although perhaps the lovely Ms. Stone shouldn't be showing as much as she does.While Basic Instinct 2 obviously lacks the impact of its prequel, as a sexy and stylish thriller, it's still worth watching - and most importantly - it's entertaining. Although there are many mind-messes, red herrings and elementary guilt transferals involving murderous and closeted obsessions, particularly in the third act, the performances, particularly Morrissey's, ultimately make the film worth sitting through. Mike Leonard July 06.",4,"Sex, violence and death...",1152835200,"07 14, 2006",2006,3738,"['Basic', 'Instinct', '2', 'indeed', 'guilty', 'pleasure', 'Absolutely', 'trashed', 'critics', 'cinematic', 'release', 'few', 'months', 'ago', 'film', 'disappeared', 'pretty', 'quickly', 'lot', 'more', 'fun', 'might', 'expect', 'Sharon', 'Stone', 'Machiavellian', 'best-selling', 'crime', 'novelist', 'Catherine', 'Tramell', 'really', 'pleasure', 'watch', 'pretty', 'obvious', 'actress', 'trying', 'fight', 'hands', 'time.Some', 'viewers', 'might', 'consider', 'Stone', 'getting', 'little', 'too', 'long', 'tooth', 'play', 'character', 'thought', 'forty-eight', 'age', 'lurid', 'type', 'sagginess', 'actually', 'contributed', 'authenticity', 'character', 'most', 'movie', 'spouting', 'lines', 'loaded', 'sexual', 'insinuation', 'casually', 'sitting', 'pent-house', 'London', 'apartment', 'heels', 'tight', 'skirt', 'full', 'makeup', 'waiting', 'Dr.', 'Michael', 'Glass', 'very', 'hot', 'David', 'Morrissey', 'arrive.The', 'story', 'convoluted', 'not', 'believable', 'skewer', 'original', 'movie', 'whilst', 'also', 'presenting', 'fresh', 'take', 'Catherine', 'murderous', 'escapades', 'However', 'good', 'sordid', 'garish', 'fun', 'movie', 'Catherine', 'driving', 'fast', 'sports', 'car', 'deserted', 'streets', 'London', 'climax', 'river', 'resulting', 'death', 'major', 'sports', 'star.Roy', 'Washburn', 'David', 'Thewlis', 'Scotland', 'Yard', 'detective', 'bad', 'attitude', 'convinced', 'Tramell', 'who', 'managed', 'swim', 'surface', 'was', 'responsible', 'man', 'death', 'got', 'best', 'defense', 'attorney', 'massive', 'wealth', 'can', 'buy', 'so', 'Washburn', 'top', 'shrink', 'Michael', 'Glass', 'Morrissey', 'run', 'forensic', 'psychoanalysis', 'could', 'nail', 'her.Of', 'course', 'Doctor', 'subject', 'form', 'attachment', 'Glass', 'becoming', 'sexually', 'obsessed', 'Tramell', 'warned', 'Dr.', 'Milena', 'Gardosh', 'Charlotte', 'Rampling', 'stay', 'away', 'just', 'ca', ""n't"", 'help', 'murder', 'count', 'up', 'Glass', 'increasingly', 'captivated', 'risk', 'addiction', 'never', 'know', 'sure', 'who', 'murdering', 'whom.Sharon', 'Stone', 'good', 'Catherine', 'probably', 'part', 'so', 'well', 'face', 'other', 'actress', 'would', 'dare', 'play', 'character', 'real', 'discovery', 'David', 'Morrissey', 'Michael', 'Glass', 'performance', 'much', 'better', 'film', 'really', 'multifaceted', 'blend', 'conceit', 'scarcely', 'concealed', 'wrath', 'whilst', 'still', 'remaining', 'sympathetic', 'Thewlis', 'good', 'too', 'nabbing', 'best', 'lines', 'sporting', 'bizarre', 'Welsh', 'accent.One', 'notable', 'aspect', 'movie', 'slick', 'polished', 'production', 'design', 'fact', 'movie', 'reminded', 'little', 'brilliant', 'mid-eighties', 'Kim', 'Basinger', 'film', '9', 'Weeks', 'many', 'same', 'qualities', 'Director', 'Michael', 'Caton-Jones', 'imbued', 'film', 'kind', 'trendy', 'urban', 'architectural', 'symbolism', 'Everything', 'slick', 'faux', 'designed', 'London', 'never', 'looked', 'so', 'fashionable', 'glamorous.Glass', 'office', 'one', 'London', 'new', 'phallic', 'steel-and-glass', 'buildings', 'City', 'trendiest', 'clubs', 'most', 'modernized', 'districts', 'provide', 'bulk', 'film', 'locations', 'images', 'are', 'film', 'sharpest', 'elements', 'sex', 'scenes', 'are', 'also', 'quite', 'well', 'done', 'are', 'surprisingly', 'hot', 'doubt', 'Morrissey', 'body', 'bear', 'perhaps', 'lovely', 'Ms.', 'Stone', 'should', ""n't"", 'be', 'showing', 'as', 'much', 'Basic', 'Instinct', '2', 'obviously', 'impact', 'prequel', 'sexy', 'stylish', 'thriller', 'still', 'worth', 'watching', 'most', 'importantly', 'entertaining', 'are', 'many', 'mind-messes', 'red', 'herrings', 'elementary', 'guilt', 'transferals', 'involving', 'murderous', 'closeted', 'obsessions', 'particularly', 'third', 'act', 'performances', 'particularly', 'Morrissey', 'ultimately', 'make', 'film', 'worth', 'sitting', 'Mike', 'Leonard', 'July', '06']",N/A
995066,A1JUD55XV8FDWS,B000FS9UK8,Adam,"[4, 5]","I wasn't expecting a very good film when I first bought this. The first film is a classic, Sharon Stone is getting a lot older, and she probably can't make her character as witty and strong as she was in the first film. I was 100% wrong.This film rocked. Catherine Tramell is back, better and hotter than ever. She is playing her mind games once again, and now I know she is the baddest bit** of them all, which is so fun to watch.This film has a great ending, it's very different and mind blowing. I was left with everything I wanted, admiring Catherine and her evil deeds. She can pull anything off, and she is a genious. Check out this movie if you liked the first one, it is a great follow up and won't let you down.",5,Catherine Hasn't Lost It,1153353600,"07 20, 2006",2006,720,"['was', ""n't"", 'expecting', 'very', 'good', 'film', 'when', 'first', 'bought', 'first', 'film', 'classic', 'Sharon', 'Stone', 'getting', 'lot', 'older', 'probably', 'ca', ""n't"", 'make', 'character', 'witty', 'strong', 'was', 'first', 'film', 'was', '100', '%', 'wrong.This', 'film', 'rocked', 'Catherine', 'Tramell', 'back', 'better', 'hotter', 'ever', 'playing', 'mind', 'games', 'once', 'again', 'now', 'know', 'baddest', 'bit**', 'so', 'fun', 'watch.This', 'film', 'great', 'ending', 'very', 'different', 'mind', 'blowing', 'was', 'left', 'everything', 'wanted', 'admiring', 'Catherine', 'evil', 'deeds', 'can', 'pull', 'anything', 'genious', 'Check', 'out', 'movie', 'liked', 'first', 'one', 'great', 'follow', 'up', 'wo', ""n't"", 'let', 'down']",N/A
995067,A32DTP1TJ6YE6T,B000FS9UK8,"A. Henri ""mainman71""","[1, 3]",Basic Instinct 2 is an intriguing movie that has more depth if you are able to understand the story on some level and how it portrays society. It exposes psychiatry as the fake science that it really is and a strong female character who is guided by her instincts is the chief justice.Sharon Stone does a great job with this character. I don't know anyone else who could have been so believable in this role.This movie didn't go so well in terms of making money in the box office. That just highlights how I see this movie - remember who prints the money you pay your movie tickets with. Psychiatry is sometimes used as a weapon against citizens making too much noise about things embarrassing others. I would like to leave you with a thought - There are many levels and aspects of truth and good instincts always trump second hand knowledge.,5,Psychiatry on trial,1168300800,"01 9, 2007",2007,842,"['Basic', 'Instinct', '2', 'intriguing', 'movie', 'more', 'depth', 'are', 'able', 'understand', 'story', 'level', 'how', 'society', 'psychiatry', 'fake', 'science', 'really', 'strong', 'female', 'character', 'who', 'guided', 'instincts', 'chief', 'justice.Sharon', 'Stone', 'great', 'job', 'character', 'do', ""n't"", 'know', 'anyone', 'else', 'who', 'could', 'have', 'been', 'so', 'believable', 'role.This', 'movie', 'did', ""n't"", 'go', 'so', 'well', 'terms', 'making', 'money', 'box', 'office', 'just', 'highlights', 'how', 'see', 'movie', 'remember', 'who', 'money', 'pay', 'movie', 'tickets', 'Psychiatry', 'sometimes', 'used', 'weapon', 'citizens', 'making', 'too', 'much', 'noise', 'things', 'embarrassing', 'others', 'would', 'like', 'leave', 'thought', 'are', 'many', 'levels', 'aspects', 'truth', 'good', 'instincts', 'always', 'trump', 'second', 'hand', 'knowledge']",N/A
995068,A3R2MHX1EYE4PT,B000FS9UK8,"Alexis' fan ""leo67""","[7, 8]","This film was given a thorough cremation by a lot of critics. Nevertheless, I can't help wondering if people made up their minds without any sense of objectivity. The storyline was certainly not a classic but it was entertaining. Unlike the first one Stone made in 1992, this sequel relied more on a more serious storyline rather than mere sex.I felt it succeeded in showing a more watchable version. Personally, I thought it had just the right blend of spice and drama to captivate an audience. I have seen some rather unkind remarks about Sharon Stone in this film. In my humble opinion she looked fabulous. After all she had been through with ilness etc she deserved a lot of credit. Her acting was good, she looked stunning and her beauty speaks for itself. Bravo!",4,Bravo Sharon Stone!,1172707200,"03 1, 2007",2007,768,"['film', 'was', 'given', 'thorough', 'cremation', 'lot', 'critics', 'Nevertheless', 'ca', ""n't"", 'help', 'wondering', 'people', 'made', 'up', 'minds', 'sense', 'objectivity', 'storyline', 'was', 'certainly', 'not', 'classic', 'was', 'entertaining', 'first', 'one', 'Stone', 'made', '1992', 'sequel', 'relied', 'more', 'more', 'serious', 'storyline', 'rather', 'mere', 'sex.I', 'felt', 'succeeded', 'showing', 'more', 'watchable', 'version', 'Personally', 'thought', 'had', 'just', 'right', 'blend', 'spice', 'drama', 'captivate', 'audience', 'have', 'seen', 'rather', 'unkind', 'remarks', 'Sharon', 'Stone', 'film', 'humble', 'opinion', 'looked', 'fabulous', 'had', 'been', 'ilness', 'etc', 'deserved', 'lot', 'credit', 'acting', 'was', 'good', 'looked', 'stunning', 'beauty', 'speaks', 'Bravo']",N/A
995069,A3C6X0DAM87GN4,B000FS9UK8,Alex Udvary,"[8, 10]","Well the American public is at it again. Every year we seem to get a small handful of movies where the public really goes overboard and declares a movie the worst of all-time. Think back over the last five years or so. We had ""Town & Country"" (remember that one?), ""The Brown Bunny"", ""Swimfan"" they even overhype certain movies and call them masterpieces. It always seems to be one extreme or the other. And this is all happening again with ""Basic Instinct 2"".The film has opened to a rather disappointing box-office. It grossed a little more than three million dollars. It already is scored as one of the worst 250 movies of all time on IMDB.com. And for what? If this is the worst movie you have ever seen, you my friend have made some great cinematic choices. You must be watching Ingmar Bergman and Akiria Kurosawa all day.Is ""Basic Instinct 2"" a bad movie? Well, in a way yes. It's bad in the sense the screenplay and the directing and some of the acting lacks a certain logic, but, it's not an offensively bad movie. In other words, if someone tells you they didn't like it, fine, but, I'm surprised at the violent reaction this film is getting. That is simply uncalled for and is a clear case of people over-reactingI wouldn't want to go over much of the plot for this film because I would rather you see it on your own and discover everything for yourself. So if you're looking for a plot description just give me my unhelpful vote and go on to the next review, because I'm not going to reveal much in way of plot.The story takes place in London where Catherine David Tramell (Sharon Stone) is accused of murder when she and a soccer star get into a car accident. Their car runs over a bridge and into a river. She escapes he doesn't. A cop, Roy Washburn (David Thewlis) knows that Catherine is guilty but doesn't have enough evidence to book her. But in the meantime a doctor, (David Morrissey) is sent to give her an examination to decide whether or not she is mentally sane or not. And from that moment on we are in a nice game of cat and mouse between everyone!As I said the movie had some flaws, I won't deny it, but rather I embrace them. I went along with the movie and tried my hardest to enjoy it. And there are elements to enjoy. The best thing about the movie is Sharon Stone. Her performance in a classic, but more vulgar and explicit, version of a femme fatale. In every scene Stone had my attention. She is both sexy and trashy at the same time.Besides Stone you have some other good actors involved. It was very nice seeing Charlotte Rampling playing another doctor, but sadly she wasn't given much of a part. I wish there were more scenes with her character. And David Thewlis is quite good as well. It's a meaty part that could have gotten lost in the shuffle with another actor but Thewlis makes the part memorable. I'll bet you'll remember his character when you leave the movie.So what exactly is wrong with ""Basic Instinct 2"" then? Well I felt as if the movie was jerking us around a bit too much. Everything was all set-up and very little execution. Near the end of the film it wants to be something of a brainteaser but never really comes to a satisfying conclusion. Does this mean there will be a part 3? I don't know. And one could also agrue, despite my praise for Stone, that the movie is trying too hard to be sexy and alluring. You may have a point but here is where things get a bit confusing. Either you go along with the dialogue and accept it, or you begin to question everything and say it's all implauseable. I'm a pretty good sport so I went along with the film and gave it a fighting chance. Which is more than a lot of other people are doing.So should you go see this movie or not? Granted there are a lot of better movies to watch, especially with many of them coming out on DVD, but if you're looking for a guilty pleasure on a Friday or Saturday night I think ""Basic Instinct 2"" may good a good idea. Because again, if for any reason you'll simply want to see Sharon Stone's performance.Bottom-line: Not bad but not great either. It's a kind of guilty pleasure that requires you to shut off your brain. Has good moments and good actors but the weak script and sloppy directing does get in the way. Still it's up to you if you want to see this.",2,"Go With Your ""Instinct"" On This One",1144195200,"04 5, 2006",2006,4292,"['Well', 'American', 'public', 'again', 'Every', 'year', 'seem', 'get', 'small', 'handful', 'movies', 'where', 'public', 'really', 'overboard', 'movie', 'worst', 'all-time', 'Think', 'back', 'last', 'five', 'years', 'so', 'had', 'Town', 'Country', 'remember', 'one', 'Brown', 'Bunny', 'Swimfan', 'even', 'overhype', 'certain', 'movies', 'call', 'masterpieces', 'always', 'be', 'one', 'extreme', 'other', 'happening', 'again', 'Basic', 'Instinct', '2', '.The', 'film', 'opened', 'rather', 'disappointing', 'box-office', 'grossed', 'little', 'more', 'three', 'million', 'dollars', 'already', 'scored', 'one', 'worst', '250', 'movies', 'time', 'IMDB.com', 'what', 'worst', 'movie', 'have', 'ever', 'seen', 'friend', 'have', 'made', 'great', 'cinematic', 'choices', 'must', 'be', 'watching', 'Ingmar', 'Bergman', 'Akiria', 'Kurosawa', 'day.Is', 'Basic', 'Instinct', '2', 'bad', 'movie', 'Well', 'way', 'yes', 'bad', 'sense', 'screenplay', 'directing', 'acting', 'certain', 'logic', 'not', 'offensively', 'bad', 'movie', 'other', 'words', 'someone', 'tells', 'did', ""n't"", 'fine', ""'m"", 'surprised', 'violent', 'reaction', 'film', 'getting', 'simply', 'uncalled', 'clear', 'case', 'people', 'over-reactingI', 'would', ""n't"", 'want', 'go', 'over', 'much', 'plot', 'film', 'would', 'rather', 'see', 'own', 'discover', 'everything', 'So', ""'re"", 'looking', 'plot', 'description', 'just', 'give', 'unhelpful', 'vote', 'go', 'next', 'review', ""'m"", 'not', 'going', 'reveal', 'much', 'way', 'plot.The', 'story', 'place', 'London', 'where', 'Catherine', 'David', 'Tramell', 'Sharon', 'Stone', 'accused', 'murder', 'when', 'soccer', 'star', 'get', 'car', 'accident', 'car', 'bridge', 'river', ""n't"", 'cop', 'Roy', 'Washburn', 'David', 'Thewlis', 'Catherine', 'guilty', ""n't"", 'have', 'enough', 'evidence', 'book', 'meantime', 'doctor', 'David', 'Morrissey', 'sent', 'give', 'examination', 'decide', 'not', 'mentally', 'sane', 'not', 'moment', 'are', 'nice', 'game', 'cat', 'mouse', 'everyone', 'said', 'movie', 'had', 'flaws', 'wo', ""n't"", 'deny', 'rather', 'embrace', 'went', 'along', 'movie', 'tried', 'hardest', 'enjoy', 'are', 'elements', 'enjoy', 'best', 'thing', 'movie', 'Sharon', 'Stone', 'performance', 'classic', 'more', 'vulgar', 'explicit', 'version', 'femme', 'fatale', 'scene', 'Stone', 'had', 'attention', 'sexy', 'trashy', 'same', 'Stone', 'have', 'other', 'good', 'actors', 'involved', 'was', 'very', 'nice', 'seeing', 'Charlotte', 'Rampling', 'playing', 'doctor', 'sadly', 'was', ""n't"", 'given', 'much', 'part', 'wish', 'were', 'more', 'scenes', 'character', 'David', 'Thewlis', 'quite', 'good', 'as', 'well', 'meaty', 'part', 'could', 'have', 'gotten', 'lost', 'shuffle', 'actor', 'Thewlis', 'part', 'memorable', ""'ll"", 'bet', ""'ll"", 'remember', 'character', 'when', 'leave', 'movie.So', 'what', 'exactly', 'wrong', 'Basic', 'Instinct', '2', 'then', 'Well', 'felt', 'movie', 'was', 'jerking', 'bit', 'too', 'much', 'Everything', 'was', 'set-up', 'very', 'little', 'execution', 'end', 'film', 'be', 'something', 'brainteaser', 'never', 'really', 'satisfying', 'conclusion', 'mean', 'will', 'be', 'part', '3', 'do', ""n't"", 'know', 'one', 'could', 'also', 'agrue', 'praise', 'Stone', 'movie', 'trying', 'too', 'hard', 'be', 'sexy', 'alluring', 'may', 'have', 'point', 'here', 'where', 'things', 'get', 'bit', 'confusing', 'go', 'along', 'dialogue', 'accept', 'begin', 'question', 'everything', 'say', 'implauseable', ""'m"", 'pretty', 'good', 'sport', 'went', 'along', 'film', 'gave', 'fighting', 'chance', 'more', 'lot', 'other', 'people', 'are', 'doing.So', 'should', 'go', 'see', 'movie', 'not', 'Granted', 'are', 'lot', 'better', 'movies', 'watch', 'especially', 'many', 'coming', 'out', 'DVD', ""'re"", 'looking', 'guilty', 'pleasure', 'Friday', 'Saturday', 'night', 'think', 'Basic', 'Instinct', '2', 'may', 'good', 'good', 'idea', 'again', 'reason', ""'ll"", 'simply', 'want', 'see', 'Sharon', 'Stone', 'performance.Bottom-line', 'Not', 'bad', 'not', 'great', 'either', 'kind', 'guilty', 'pleasure', 'shut', 'off', 'brain', 'Has', 'good', 'moments', 'good', 'actors', 'weak', 'script', 'sloppy', 'directing', 'get', 'way', 'Still', 'up', 'want', 'see']",N/A
995070,A1Q8PU1MLVI5V7,B000FS9UK8,"Amazon Customer ""Joseph Handibode""","[0, 1]",I like the original Sharon Stone and Michael Douglas acted good together.  The new story is exciting or interesting like the original.,2,Okay but nothing like original,1171065600,"02 10, 2007",2007,134,"['like', 'original', 'Sharon', 'Stone', 'Michael', 'Douglas', 'acted', 'good', 'together', 'new', 'story', 'exciting', 'interesting', 'original']",N/A
995071,AXGZIUUVTKWEK,B000FS9UK8,"A. Minutella ""mystery buff""","[1, 1]","Yes, the ice pick wielding seductress Catherine Tramell is back, and those hoping for a campy foray into ""Showgirls"" territory are bound to be disappointed. Sadly, despite all the right ingredients, ""Basic instinct 2"" plays it fairly straight. One keeps hoping the movie to cut loose and become hilariously trashy, but it actually tries to tell a solid story, with middling results. Sharon Stone is just fine; one really can't imagine anyone else playing this role, and she's great fun to watch. No one but Stone can throw a wicked look or be as playfully seductive as she can, too bad the script doesn't help her out. The movie becomes a dreary bore whenever Sharon Stone is not onscreen. Among the many problems, the dialogue isn't as ripe and juicy as one would expect from such a potential campfest. David Morrissey, in the Michael Douglas role, is too stiff and bland to carry the weight of a hot male lead, and setting the movie in London doesn't do much good either. The movie goes on and on with meandering plot twists and a decidedly sad lack of spark and oomph. Surprisingly, the movie actually does wrap up nicely, thanks entirely to Stone's enthralling portrayal, but what a long, painful slog to get to that point! Basically, ""BI2"" feels more like a wasted opportunity, and the sad final nail in the coffin of Catherine Trammel.",2,"Sharon sizzles, the rest fizzles",1153180800,"07 18, 2006",2006,1341,"['Yes', 'ice', 'pick', 'wielding', 'seductress', 'Catherine', 'Tramell', 'back', 'hoping', 'campy', 'foray', 'Showgirls', 'territory', 'are', 'bound', 'be', 'disappointed', 'Sadly', 'right', 'ingredients', 'Basic', 'instinct', '2', 'plays', 'fairly', 'straight', 'One', 'hoping', 'movie', 'cut', 'loose', 'become', 'hilariously', 'trashy', 'actually', 'tell', 'solid', 'story', 'middling', 'results', 'Sharon', 'Stone', 'just', 'fine', 'one', 'really', 'ca', ""n't"", 'imagine', 'anyone', 'else', 'playing', 'role', 'great', 'fun', 'watch', 'one', 'Stone', 'can', 'throw', 'wicked', 'look', 'be', 'playfully', 'seductive', 'can', 'too', 'bad', 'script', ""n't"", 'help', 'out', 'movie', 'dreary', 'bore', 'whenever', 'Sharon', 'Stone', 'not', 'onscreen', 'many', 'problems', 'dialogue', ""n't"", 'ripe', 'juicy', 'one', 'would', 'expect', 'such', 'potential', 'campfest', 'David', 'Morrissey', 'Michael', 'Douglas', 'role', 'too', 'stiff', 'bland', 'carry', 'weight', 'hot', 'male', 'lead', 'setting', 'movie', 'London', ""n't"", 'do', 'much', 'good', 'either', 'movie', 'meandering', 'plot', 'twists', 'decidedly', 'sad', 'lack', 'spark', 'oomph', 'Surprisingly', 'movie', 'actually', 'wrap', 'up', 'nicely', 'thanks', 'entirely', 'Stone', 'enthralling', 'portrayal', 'what', 'long', 'painful', 'slog', 'get', 'point', 'Basically', 'BI2', 'more', 'wasted', 'opportunity', 'sad', 'final', 'nail', 'coffin', 'Catherine', 'Trammel']",N/A
995072,A1MM6PU8E3VZ5L,B000FS9UK8,"A. Nathaniel Wallace, Jr. ""Nosidino""","[0, 0]","Basic Instinct 2 would have been a better stand alone movie than it was a sequel. That said, I enjoyed Sharon Stone's reprisal of the role. I wish that her leading man had been more dynamic. He seemed to be a wet towel next to het. Helpless and impotent. Easily manipulated, Dr. Glass (Portrayed By Morrisey) makes one bad decision after another and ends up destroying himself. I have to wonder how Pierce Brosnan would have handled the role or Clive Owen. The DVD extra said that four other actors auditioned for the role and I'm certain that one of them would have been either Brosnan or Owens. I wonder why one or the other was rejected by Stone.My one major problem with the movie is you never know who commits the killings. Is it Catherine or is it Dr. Glass or the detective? We never find out and that drove me up a wall. Director Michael Caton-Jones admits that that was his intention, but I disagreed with the rationale.A. Nathaniel Wallace, Jr.",3,"Close, But No Cigar",1281916800,"08 16, 2010",2010,954,"['Basic', 'Instinct', '2', 'would', 'have', 'been', 'better', 'stand', 'alone', 'movie', 'was', 'sequel', 'said', 'enjoyed', 'Sharon', 'Stone', 'reprisal', 'role', 'wish', 'leading', 'man', 'had', 'been', 'more', 'dynamic', 'seemed', 'be', 'wet', 'towel', 'het', 'Helpless', 'impotent', 'Easily', 'manipulated', 'Dr.', 'Glass', 'Portrayed', 'Morrisey', 'one', 'bad', 'decision', 'up', 'destroying', 'have', 'wonder', 'how', 'Pierce', 'Brosnan', 'would', 'have', 'handled', 'role', 'Clive', 'Owen', 'DVD', 'extra', 'said', 'four', 'other', 'actors', 'auditioned', 'role', ""'m"", 'certain', 'one', 'would', 'have', 'been', 'Brosnan', 'Owens', 'wonder', 'why', 'one', 'other', 'was', 'rejected', 'Stone.My', 'one', 'major', 'problem', 'movie', 'never', 'know', 'who', 'killings', 'Catherine', 'Dr.', 'Glass', 'detective', 'never', 'find', 'out', 'drove', 'up', 'wall', 'Director', 'Michael', 'Caton-Jones', 'was', 'intention', 'disagreed', 'rationale.A', 'Nathaniel', 'Wallace', 'Jr']",N/A
995073,A2CHS4RRF01O0Y,B000FS9UK8,Andrew D,"[0, 0]","Pure camp and fun.  This movie has shockingly unintended hilarity sprinkled throughout the dialogue, plot and action.  It has beautiful locations, art direction, masterful use of a brilliant cinematographer. Sharon Stone's intensity is mesmerizing throughout the film.  She's captivating as the vilan and disturbingly believable as her character masterfully puppets those in her path through psychological manipulations.  Then she tosses them away like stained/worn rag dolls. Is she there? Does she care?  It's rediculous B movie fun with great production value.  And the makeup/hair... I vassilate  between admiration of craft and laughter.",5,One Crazy Campy Thriller,1390348800,"01 22, 2014",2014,642,"['Pure', 'camp', 'fun', 'movie', 'shockingly', 'unintended', 'hilarity', 'sprinkled', 'dialogue', 'plot', 'action', 'beautiful', 'locations', 'art', 'direction', 'masterful', 'use', 'brilliant', 'cinematographer', 'Sharon', 'Stone', 'intensity', 'mesmerizing', 'film', 'captivating', 'vilan', 'disturbingly', 'believable', 'character', 'masterfully', 'puppets', 'path', 'psychological', 'manipulations', 'Then', 'away', 'stained/worn', 'rag', 'dolls', 'there', 'care', 'rediculous', 'B', 'movie', 'fun', 'great', 'production', 'value', 'makeup/hair', 'vassilate', 'admiration', 'craft', 'laughter']",N/A
