,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,reviewYear,reviewLength,meaningfulWords,Title
882242,A2DDH56KN6VHBU,B0007LPS8Q,Amazon Customer,"[0, 0]","Sam Elliott was hardly the tough western man he portrayed later, but this movie does not fail because of Elliott, it just isn't much story, and it limps along weakly with even the resolution being so weak that I thought, &#34;Is that it?&#34;  Oh, well.",3,Slow Go,1386374400,"12 7, 2013",2013,253,"['Sam', 'Elliott', 'was', 'hardly', 'tough', 'western', 'man', 'portrayed', 'later', 'movie', 'not', 'fail', 'Elliott', 'just', ""n't"", 'much', 'story', 'weakly', 'even', 'resolution', 'being', 'so', 'weak', 'thought', '34', '34', 'Oh', 'well']",N/A
882243,A25UZ7MA72SMKM,B0007LPS8Q,Brent Butler,"[0, 0]","I'd never heard of this film, but the presence of Sam Elliot and Jerry O'Connell caught my interest. There were a few other surprises in the casting, such as Don Davis.Elliot plays a tough and world wise District Ranger for the US Forest service. He bosses a crew out in the wilderness as they clear trails and man watch posts. O'Connell is a 17 year old who has worked three summers for the service, and is starting to feel like he needs to make his own mark rather than just follow the lead of the older men.If the movie has a particular thread running through the plot, it is O'Connell's dislike for the crew's cook, who turns out to have a surprising skill set. Otherwise this is a nice movie containing both slice of life and coming of age elements. There is a lot of spectacular mountain scenery, hiking, and horseback riding. There is plenty of Sam Elliot's deep drawl dispensing wisdom and wry comments. O'Connell does a fine job as the cocky kid who learns some lessons along the way.Highly recommended.",4,Well worth the time spent,1328313600,"02 4, 2012",2012,1012,"[""'d"", 'never', 'heard', 'film', 'presence', 'Sam', 'Elliot', 'Jerry', ""O'Connell"", 'caught', 'interest', 'were', 'few', 'other', 'surprises', 'casting', 'such', 'Don', 'Davis.Elliot', 'tough', 'world', 'wise', 'District', 'Ranger', 'US', 'Forest', 'service', 'crew', 'out', 'wilderness', 'clear', 'trails', 'man', 'watch', 'posts', ""O'Connell"", '17', 'year', 'old', 'who', 'worked', 'three', 'summers', 'service', 'starting', 'feel', 'make', 'own', 'mark', 'rather', 'just', 'follow', 'lead', 'older', 'movie', 'particular', 'thread', 'running', 'plot', ""O'Connell"", 'dislike', 'crew', 'cook', 'who', 'out', 'have', 'surprising', 'skill', 'set', 'Otherwise', 'nice', 'movie', 'containing', 'slice', 'life', 'coming', 'age', 'elements', 'lot', 'spectacular', 'mountain', 'scenery', 'hiking', 'horseback', 'riding', 'plenty', 'Sam', 'Elliot', 'deep', 'drawl', 'dispensing', 'wisdom', 'wry', 'comments', ""O'Connell"", 'fine', 'job', 'cocky', 'kid', 'who', 'lessons', 'way.Highly', 'recommended']",N/A
882244,A1BMHR5OF8A2AE,B0007LPS8Q,Catman,"[48, 51]","I picked this up at a two-fer sale at my local Sprawl-Mart, not expecting much.  What a pleasant surprise!  This is a wonderful movie.  Family entertainment at it's best.  Beautiful scenery, no car chases, no dead bodies, no foul language, just a very real look at life and coming of age in a simpler time.",5,A Honey of an Almost Unknown Film,1117843200,"06 4, 2005",2005,306,"['picked', 'up', 'two-fer', 'sale', 'local', 'Sprawl-Mart', 'not', 'expecting', 'much', 'What', 'pleasant', 'surprise', 'wonderful', 'movie', 'Family', 'entertainment', 'best', 'Beautiful', 'scenery', 'car', 'chases', 'dead', 'bodies', 'foul', 'language', 'just', 'very', 'real', 'look', 'life', 'coming', 'age', 'simpler', 'time']",N/A
882245,A17ES3CG1MN959,B0007LPS8Q,David Firmes,"[0, 1]",Sam Elliott is one of my favorite actors but this movie is short on substance and even shorter on Sam Elliott.,3,So So!,1227657600,"11 26, 2008",2008,110,"['Sam', 'Elliott', 'one', 'favorite', 'actors', 'movie', 'short', 'substance', 'even', 'shorter', 'Sam', 'Elliott']",N/A
882246,APTF9UDVDUPGU,B0007LPS8Q,"David McEldery ""TV Junkie""","[7, 9]","I was interested to note one reviewer who said this movie was short on substance. It's about the life experiences a young man had one summer working for the US Forest Service in its early years. Like life itself, as we live it day-to-day, messages seep in, they don't beat you over the head, or at least not often. I began work for the USFS in the summer of 1966 at age 17, and even though this was long after the period of the movie, 1919, I had the privilege of working with a few men who'd started their careers in the 1920s and 1930s. There was a passing of the torch. They were pretty tolerant of a kid who thought he could outwalk anybody in the woods, and who knew everything. I was actually so wet behind the ears I must have dripped! This movie brought back memories. Until Reagan started privatizing government work in the 1980s, young men (and in the 1970s, young women) could find summer employment with the USFS doing all types of outdoor work - tree planting, trail clearing, surveying, stand exams, timber sale prep, thinning, and brush disposal. Fire crews were larger at one time, too. I had the good fortune to spend many summers and some winters in back country camps in wall tents that were similar to ones depicted in the film. As late as the 1970s we still had crank telephones that connected some back country lookouts and remote cabins. I had to laugh at the tree climbing scene. One of my jobs one summer was to take a crew out and put lines back up that had come down during the winter. Yes, sliding down a pole or a widow maker when your spikes kicked out was no fun. We had two lengths of spikes, short ones for poles and snags, and a longer version for thick-barked trees. I used a broad leather safety belt (with a buckle - quite a nuisance when encountering limbs - carabiner clips would have been really nice!) instead of a rope, as it provided more friction. Often times the insulators for the old steel telephone lines were in trees, and then you had to negotiate your safety harness over limbs. This was OK unless you were high up in a stiff wind, then it got dicey. Back around 1907 (the FS was officially started in 1905) an engineer named Darling came to Montana to head up the effort to string lines from Ranger stations to camps and lookouts. You'd be amazed at how many miles of backwoods trails had telephone lines. During lightning storms, the lines were often hit, and the phones would ring. Each lookout and cabin had its own number of rings, so you'd know when to pick up. In the evening, lookouts often got on the phones to chat with one another, and there was a certain amount of eves-dropping, especially when the FS regularly began putting women up. Romances did blossom. It was a sad day in the 1980s when the Forest I worked on put out a contract to roll up all the wire that could be found, and terminated all the telephone line easements. Yes, the days of the old crank phones was over. I forgot to mention that we also had portable phones that you could clip to lines. These were used by pack strings and trail crews. Every Ranger District had a full time packer, and many still had them into the 1970s. These guys were amazing with horses and mules. When I was 17 I spent many evening hours trying to emulate an old packer who could roll a cigarette with one hand while riding and leading a string. He had a bag of Bull Durham in his pocket, and the tag always hung out for easy access. I never mastered the technique, but I sure tried. He lit his match with one hand by scratching it with his thumbnail. When I tried it, I got the hot phosphorus stuck under my nail and it burned the hell out of me.I was in various camps that had different cooks, and they were always irascible and cantankerous. It seemed inevitable that either I, or someone on my crew would end up in some altercation with a cook. The one MacLean encountered wasn't as overtly cranky as the ones I knew, but he was an odd duck too. I wonder if the FS put that in cook job descriptions? The Ranger gambling was also an authentic touch. Back in the early days at the Monture Ranger Station, the Ranger occasionally ran out of funds to pay his crew and went to town to win payroll by poker. I also knew a few Rangers who were pretty good at throwing a punch, and had no problem buying a few rounds for the boys after work. There isn't enough space to go into all the antics we used to get involved in, making sure we had enough beer for a 10 day stretch in camp, and packing it in. There was less back country (than in 1919) to ""tame"" when I worked in the woods, but the way of life and the characters on the crews were much the same. I should say that the lookout situation depicted in the film is relatively accurate. There were many tent lookouts or crow's nests scattered around on various mountaintops in that time period. The cabin and tower lookouts became the norm as time went by. I'd have to say though, that I never let the weather, snakes, or bears send me packing from any job. It just wasn't done. You couldn't show your face back at the station if you gave up as easily as the main character in the movie did. It was a matter of pride. Most Rangers I knew weren't as understanding and patient as the Sam Elliott character when it came to getting the job done. You did your job or you went down the road.Times have really changed, and the mission of the Forest Service is a lot different now. There is far less field work (and what there is, is often contracted out), and very few Ranger Districts hire summer crews that live and work for extended periods in the woods. Rangers no longer have the kind of authority they once had. Drinking and fighting is something that isn't condoned. It's all very modern now. If you pack a weapon onto a government compound, you're in trouble (except in Alaska). If you have computer and GIS skills, that's where the work is now, that and the work of specialists. You don't need to know how to manty and load a pack mule, but it helps if you have a master's degree in an ""ology."" This is not a criticism, it's a fact. Times change and the Forest Service has changed with them. I'm just fortunate that I had the experiences that I did, and this movie really brought them back. I didn't know how lucky I was, and I thought those times would last forever. Enjoy the movie for what it is, a slice of life that's long gone. One more thing. The movie is filmed in BC, not the Bitterroot, though the film editing makes it look similar. The Bitterroot Valley is very scenic and lovely. Blodgett Canyon is still rugged, but the area has been loved to death. Subdivision upon subdivision have filled the bottomlands up. Even as I write this, there is a fight in Ravalli County over another proposed 396 unit development. The Bitterroot of Norman MacLean's time is no longer there. Hamilton and Missoula are connected by a 4 lane 70 mph highway that has a lot of commuter traffic. It's pretty easy for a freckle-faced girl to get from Darby to Missoula now. A friend of mine once said that someday there'd be a Montana town called ""Hamfish"" that stretched all the way from Hamilton to Whitefish. It's happening by way of creeping subdivision and development. Enjoy the film. I'd have given it 5 stars if it had been wide screen. It's a pleasant diversion from the mayhem we usually watch.",4,Brings Back Memories,1294963200,"01 14, 2011",2011,7351,"['was', 'interested', 'note', 'one', 'reviewer', 'who', 'said', 'movie', 'was', 'short', 'substance', 'life', 'young', 'man', 'had', 'one', 'summer', 'working', 'US', 'Forest', 'Service', 'early', 'years', 'life', 'live', 'day-to-day', 'messages', 'seep', 'do', ""n't"", 'beat', 'head', 'least', 'not', 'often', 'began', 'work', 'USFS', 'summer', '1966', 'age', '17', 'even', 'was', 'long', 'period', 'movie', '1919', 'had', 'privilege', 'working', 'few', 'men', 'who', ""'d"", 'started', 'careers', '1920s', '1930s', 'was', 'passing', 'torch', 'were', 'pretty', 'tolerant', 'kid', 'who', 'thought', 'could', 'outwalk', 'anybody', 'woods', 'who', 'knew', 'everything', 'was', 'actually', 'so', 'wet', 'ears', 'must', 'have', 'dripped', 'movie', 'brought', 'back', 'memories', 'Reagan', 'started', 'privatizing', 'government', 'work', '1980s', 'young', 'men', '1970s', 'young', 'women', 'could', 'find', 'summer', 'employment', 'USFS', 'doing', 'types', 'outdoor', 'work', 'tree', 'planting', 'trail', 'clearing', 'surveying', 'stand', 'exams', 'timber', 'sale', 'prep', 'thinning', 'brush', 'disposal', 'Fire', 'crews', 'were', 'larger', 'one', 'time', 'too', 'had', 'good', 'fortune', 'spend', 'many', 'summers', 'winters', 'back', 'country', 'camps', 'wall', 'tents', 'were', 'similar', 'ones', 'depicted', 'film', 'As', 'late', '1970s', 'still', 'had', 'crank', 'telephones', 'connected', 'back', 'country', 'lookouts', 'remote', 'cabins', 'had', 'laugh', 'tree', 'climbing', 'scene', 'One', 'jobs', 'one', 'summer', 'was', 'take', 'crew', 'out', 'put', 'lines', 'back', 'had', 'come', 'down', 'winter', 'Yes', 'sliding', 'down', 'pole', 'widow', 'maker', 'when', 'spikes', 'kicked', 'out', 'was', 'fun', 'had', 'two', 'lengths', 'spikes', 'short', 'ones', 'poles', 'snags', 'longer', 'version', 'thick-barked', 'trees', 'used', 'broad', 'leather', 'safety', 'belt', 'buckle', 'quite', 'nuisance', 'when', 'encountering', 'limbs', 'carabiner', 'clips', 'would', 'have', 'been', 'really', 'nice', 'instead', 'rope', 'provided', 'more', 'friction', 'Often', 'insulators', 'old', 'steel', 'telephone', 'lines', 'were', 'trees', 'then', 'had', 'negotiate', 'safety', 'harness', 'limbs', 'was', 'OK', 'were', 'high', 'up', 'stiff', 'wind', 'then', 'got', 'dicey', 'Back', '1907', 'FS', 'was', 'officially', 'started', '1905', 'engineer', 'named', 'Darling', 'came', 'Montana', 'head', 'up', 'effort', 'string', 'lines', 'Ranger', 'stations', 'camps', 'lookouts', ""'d"", 'be', 'amazed', 'how', 'many', 'miles', 'backwoods', 'trails', 'had', 'telephone', 'lines', 'lightning', 'storms', 'lines', 'were', 'often', 'hit', 'phones', 'would', 'ring', 'lookout', 'cabin', 'had', 'own', 'number', 'rings', ""'d"", 'know', 'when', 'pick', 'up', 'evening', 'often', 'got', 'phones', 'chat', 'one', 'there', 'was', 'certain', 'amount', 'eves-dropping', 'especially', 'when', 'FS', 'regularly', 'began', 'putting', 'women', 'up', 'Romances', 'did', 'blossom', 'was', 'sad', 'day', '1980s', 'when', 'Forest', 'worked', 'put', 'out', 'contract', 'roll', 'up', 'wire', 'could', 'be', 'found', 'terminated', 'telephone', 'line', 'easements', 'Yes', 'days', 'old', 'crank', 'phones', 'was', 'forgot', 'mention', 'also', 'had', 'portable', 'phones', 'could', 'clip', 'lines', 'were', 'used', 'pack', 'strings', 'trail', 'crews', 'Every', 'Ranger', 'District', 'had', 'full', 'time', 'packer', 'many', 'still', 'had', '1970s', 'guys', 'were', 'amazing', 'horses', 'mules', 'When', 'was', '17', 'spent', 'many', 'evening', 'hours', 'trying', 'emulate', 'old', 'packer', 'who', 'could', 'roll', 'cigarette', 'one', 'hand', 'riding', 'leading', 'string', 'had', 'bag', 'Bull', 'Durham', 'pocket', 'tag', 'always', 'hung', 'out', 'easy', 'access', 'never', 'mastered', 'technique', 'sure', 'tried', 'lit', 'match', 'one', 'hand', 'scratching', 'thumbnail', 'When', 'tried', 'got', 'hot', 'phosphorus', 'stuck', 'nail', 'burned', 'hell', 'me.I', 'was', 'various', 'camps', 'had', 'different', 'cooks', 'were', 'always', 'irascible', 'cantankerous', 'seemed', 'inevitable', 'someone', 'crew', 'would', 'end', 'up', 'altercation', 'cook', 'one', 'MacLean', 'encountered', 'was', ""n't"", 'as', 'overtly', 'ones', 'knew', 'was', 'odd', 'duck', 'too', 'wonder', 'FS', 'put', 'cook', 'job', 'descriptions', 'Ranger', 'gambling', 'was', 'also', 'authentic', 'touch', 'Back', 'early', 'days', 'Monture', 'Ranger', 'Station', 'Ranger', 'occasionally', 'ran', 'funds', 'pay', 'crew', 'went', 'town', 'win', 'payroll', 'poker', 'also', 'knew', 'few', 'Rangers', 'who', 'were', 'pretty', 'good', 'throwing', 'punch', 'had', 'problem', 'buying', 'few', 'rounds', 'boys', 'work', ""n't"", 'enough', 'space', 'go', 'antics', 'used', 'get', 'involved', 'making', 'sure', 'had', 'enough', 'beer', '10', 'day', 'stretch', 'camp', 'packing', 'was', 'less', 'back', 'country', '1919', 'tame', 'when', 'worked', 'woods', 'way', 'life', 'characters', 'crews', 'were', 'much', 'same', 'should', 'say', 'lookout', 'situation', 'depicted', 'film', 'relatively', 'accurate', 'were', 'many', 'tent', 'lookouts', 'crow', 'nests', 'scattered', 'various', 'mountaintops', 'time', 'period', 'cabin', 'tower', 'lookouts', 'became', 'norm', 'time', 'went', ""'d"", 'have', 'say', 'never', 'let', 'weather', 'snakes', 'bears', 'send', 'packing', 'job', 'just', 'was', ""n't"", 'done', 'could', ""n't"", 'show', 'face', 'back', 'station', 'gave', 'up', 'as', 'easily', 'main', 'character', 'movie', 'did', 'was', 'matter', 'pride', 'Most', 'Rangers', 'knew', 'were', ""n't"", 'understanding', 'patient', 'Sam', 'Elliott', 'character', 'when', 'came', 'getting', 'job', 'done', 'did', 'job', 'went', 'road.Times', 'have', 'really', 'changed', 'mission', 'Forest', 'Service', 'lot', 'different', 'now', 'far', 'less', 'field', 'work', 'what', 'often', 'contracted', 'out', 'very', 'few', 'Ranger', 'Districts', 'hire', 'summer', 'crews', 'live', 'work', 'extended', 'periods', 'woods', 'Rangers', 'no', 'longer', 'have', 'kind', 'authority', 'once', 'had', 'Drinking', 'fighting', 'something', ""n't"", 'condoned', 'very', 'modern', 'now', 'pack', 'weapon', 'government', 'compound', ""'re"", 'trouble', 'Alaska', 'have', 'computer', 'GIS', 'skills', 'where', 'work', 'now', 'work', 'specialists', 'do', ""n't"", 'need', 'know', 'how', 'manty', 'load', 'pack', 'mule', 'have', 'master', 'degree', 'ology', 'not', 'criticism', 'fact', 'change', 'Forest', 'Service', 'changed', ""'m"", 'just', 'fortunate', 'had', 'experiences', 'did', 'movie', 'really', 'brought', 'back', 'did', ""n't"", 'know', 'how', 'lucky', 'was', 'thought', 'times', 'would', 'last', 'forever', 'Enjoy', 'movie', 'what', 'slice', 'life', 'long', 'gone', 'One', 'more', 'thing', 'movie', 'filmed', 'BC', 'not', 'Bitterroot', 'film', 'editing', 'look', 'similar', 'Bitterroot', 'Valley', 'very', 'scenic', 'lovely', 'Blodgett', 'Canyon', 'still', 'rugged', 'area', 'been', 'loved', 'death', 'Subdivision', 'subdivision', 'have', 'filled', 'bottomlands', 'up', 'Even', 'write', 'fight', 'Ravalli', 'County', 'proposed', '396', 'unit', 'development', 'Bitterroot', 'Norman', 'MacLean', 'time', 'no', 'longer', 'there', 'Hamilton', 'Missoula', 'are', 'connected', '4', 'lane', '70', 'mph', 'highway', 'lot', 'commuter', 'traffic', 'pretty', 'easy', 'freckle-faced', 'girl', 'get', 'Darby', 'Missoula', 'now', 'friend', 'mine', 'once', 'said', 'someday', ""'d"", 'be', 'Montana', 'town', 'called', 'Hamfish', 'stretched', 'way', 'Hamilton', 'Whitefish', 'happening', 'way', 'creeping', 'subdivision', 'development', 'Enjoy', 'film', ""'d"", 'have', 'given', '5', 'stars', 'had', 'been', 'wide', 'screen', 'pleasant', 'diversion', 'mayhem', 'usually', 'watch']",N/A
882247,A1X9OJN30EBE3M,B0007LPS8Q,Dr. Karl O. Edwards,"[43, 46]","First off, I would like to make it clear: this is not a western or adventure story.As a fan, like many Montanans, of Norman Maclean I could not be more happy with this movie--unless it had actually been filmed on location here in Montana.  The short story, found inA River Runs Through It and Other Stories, Twenty-fifth Anniversary Edition, about the last summer Maclean worked for the Forrest Service--1919--is followed almost to the word in the movie.  Sam Elliot gives one of his finest performances, while Jerry O'Connell performance as Norman Maclean far outshines that given by Craig Sheffer inA River Runs Through It; all be it, O'Connell is clearly not 17 years old.As a movie about life in Montana, post World War I, and about the fledgling Forrest Service, I have viewed few better movies--if any.  While Norman Maclean is shown as sturdy, conservative, almost wholesome in ""A River Runs Through It,"" in ""The Ranger, the Cook, and a Hole in the Sky,"" Norman is cocky, ambitious, daring, wild, dangerous, funny, and part of the ""crew.""  The movie starts out late in the summer of 1919, with Sam Elliot playing District Forrest Ranger Bill Bell and Jerry O'Connell playing a 17 year old Norman Maclean working for the Forrest Service crew, responsible for fire watch, trail and telephone wire maintenance, back country clean up, and other odd jobs.  Maclean is learning how to use dynamite from an old crewman (deftly played by Stargate SG-1's Don Davis), and basically causing trouble for everyone else.  After one of Maclean's run-ins with the cook, Bill sends Norman up to the look out to watch for lightening strikes.  All the while Bill and  the cook are scheming up a plan to get even with the card sharks in Hamilton at the end of the season.  Once the plan is laid out, Maclean rebelliously hikes from the camp all the way to Hamilton (over 50 miles) in one day--and without drinking water.  After indulging in ice cream sodas, Maclean passes out and ends up in a ""sporting house"" room sleeping ""it off.""  Then comes the big poker game, in which Bell's crew ""swipes"" the stakes and have themselves a good fight.  After the cook gets rolled, Maclean gives his share of the booty to get back to Butte.  As for the ""hole in the sky,"" I recommend the viewer pay close attention to the movie, or read the short story.I highly recommend this movie for the whole family as just great, outdoors, good-old days fun and entertainment.  And the scenery, while not Montana, is beautiful. But, I wish it was in wide screen.  Nonetheless, for anyone who has experienced the outdoors or one of those ""moments"" in your life when everything seems just right, but will ""never"" happen again, then ""The Ranger, The Cook and a Hole In the Sky"" is both the movie and the short story for you.  ""The Ranger, The Cook and a Hole In the Sky"" DVD is entertainment at its best; and it is the DVD more people borrow from me than any other except forKung Fu - The Complete Series Collection(see my review if you are interested in my ""most borrowed DVD"").Last Updated: February, 12, 2009.If this review was not helpful to you, I would appreciate learning the reason(s) so I can improve my reviews.  My goal is to provide help to potential buyers, not get into any arguments.  So, if you only disagree with my opinion, could you please say so in the comments and not indicate that the review was not helpful.  Thanks.",5,"Better Than ""A River Runs Through It""!  Superb Movie!!!",1207267200,"04 4, 2008",2008,3402,"['First', 'would', 'like', 'make', 'clear', 'not', 'western', 'adventure', 'story.As', 'fan', 'many', 'Montanans', 'Norman', 'Maclean', 'could', 'not', 'be', 'more', 'happy', 'movie', 'had', 'actually', 'been', 'filmed', 'location', 'here', 'Montana', 'short', 'story', 'found', 'inA', 'River', 'Runs', 'Other', 'Stories', 'Twenty-fifth', 'Anniversary', 'Edition', 'last', 'summer', 'Maclean', 'worked', 'Forrest', 'Service', '1919', 'followed', 'almost', 'word', 'movie', 'Sam', 'Elliot', 'one', 'finest', 'performances', 'Jerry', ""O'Connell"", 'performance', 'Norman', 'Maclean', 'far', 'given', 'Craig', 'Sheffer', 'inA', 'River', 'Runs', 'be', ""O'Connell"", 'clearly', 'not', '17', 'years', 'old.As', 'movie', 'life', 'Montana', 'post', 'World', 'War', 'fledgling', 'Forrest', 'Service', 'have', 'viewed', 'few', 'better', 'movies', 'Norman', 'Maclean', 'shown', 'sturdy', 'conservative', 'almost', 'wholesome', 'A', 'River', 'Runs', 'Ranger', 'Cook', 'Hole', 'Sky', 'Norman', 'cocky', 'ambitious', 'daring', 'wild', 'dangerous', 'funny', 'part', 'crew', 'movie', 'out', 'late', 'summer', '1919', 'Sam', 'Elliot', 'playing', 'District', 'Forrest', 'Ranger', 'Bill', 'Bell', 'Jerry', ""O'Connell"", 'playing', '17', 'year', 'old', 'Norman', 'Maclean', 'working', 'Forrest', 'Service', 'crew', 'responsible', 'fire', 'watch', 'trail', 'telephone', 'wire', 'maintenance', 'back', 'country', 'clean', 'up', 'other', 'odd', 'jobs', 'Maclean', 'learning', 'how', 'use', 'dynamite', 'old', 'crewman', 'deftly', 'played', 'Stargate', 'SG-1', 'Don', 'Davis', 'basically', 'causing', 'trouble', 'everyone', 'else', 'one', 'Maclean', 'run-ins', 'cook', 'Bill', 'Norman', 'up', 'look', 'watch', 'lightening', 'strikes', 'while', 'Bill', 'cook', 'are', 'scheming', 'up', 'plan', 'get', 'even', 'card', 'Hamilton', 'end', 'season', 'plan', 'laid', 'out', 'Maclean', 'rebelliously', 'camp', 'way', 'Hamilton', '50', 'miles', 'one', 'day', 'drinking', 'water', 'indulging', 'ice', 'cream', 'sodas', 'Maclean', 'out', 'up', 'sporting', 'house', 'room', 'sleeping', 'off', 'Then', 'big', 'poker', 'game', 'Bell', 'crew', 'swipes', 'stakes', 'have', 'good', 'fight', 'cook', 'rolled', 'Maclean', 'share', 'booty', 'get', 'back', 'Butte', 'hole', 'sky', 'recommend', 'viewer', 'pay', 'close', 'attention', 'movie', 'read', 'short', 'story.I', 'highly', 'recommend', 'movie', 'whole', 'family', 'just', 'great', 'outdoors', 'good-old', 'days', 'fun', 'entertainment', 'scenery', 'not', 'Montana', 'beautiful', 'wish', 'was', 'wide', 'screen', 'Nonetheless', 'anyone', 'who', 'experienced', 'outdoors', 'one', 'moments', 'life', 'when', 'everything', 'just', 'right', 'will', 'never', 'happen', 'again', 'then', 'Ranger', 'Cook', 'Hole', 'Sky', 'movie', 'short', 'story', 'Ranger', 'Cook', 'Hole', 'Sky', 'DVD', 'entertainment', 'best', 'DVD', 'more', 'people', 'borrow', 'other', 'forKung', 'Fu', 'Complete', 'Series', 'Collection', 'see', 'review', 'are', 'interested', 'most', 'borrowed', 'DVD', '.Last', 'Updated', 'February', '12', '2009.If', 'review', 'was', 'not', 'helpful', 'would', 'appreciate', 'learning', 'reason', 's', 'can', 'improve', 'reviews', 'goal', 'provide', 'help', 'potential', 'buyers', 'not', 'get', 'arguments', 'So', 'only', 'disagree', 'opinion', 'could', 'please', 'say', 'so', 'comments', 'not', 'indicate', 'review', 'was', 'not', 'helpful', 'Thanks']",N/A
882248,A24IKZSZR6K0CK,B0007LPS8Q,G. Sitton,"[0, 1]","The 'Mac' depicted here was far too silly to have grown into the Norman Maclean of ""A River Runs Through It"".  Otherwise a good adaptation of the Maclean novella",3,More 'Hole' than expected.,1236470400,"03 8, 2009",2009,161,"[""'Mac"", 'depicted', 'here', 'was', 'far', 'too', 'silly', 'have', 'grown', 'Norman', 'Maclean', 'A', 'River', 'Runs', 'Otherwise', 'good', 'adaptation', 'Maclean', 'novella']",N/A
882249,A3OGU0X4BV2ZM,B0007LPS8Q,j.,"[63, 64]","This is a family movie, set in the year 1919 - Montana wilderness, with a good story about lessons learned by the youngest member (supposed to be 17 years) of a summer forest ranger.  Sam Elliott plays a great role as usual, and a young Jerry O'Connell is entertaining as he meets the tests, while learning the importance of honor, trust, and integrity. I think this was a made for TV movie, based on the production, with fade outs, which seem to be placed for commercials.  Good vision and sound transfer.  This is a full screen movie, but does not look stretched on my widescreen.  This does have 5.1 sound, but there are no surround sound values noted.I picked up this movie at a local discount store for 1/2 the on line price.",5,"Great Show, with Sam Elliott",1110585600,"03 12, 2005",2005,730,"['family', 'movie', 'set', 'year', '1919', 'Montana', 'wilderness', 'good', 'story', 'lessons', 'learned', 'youngest', 'member', 'supposed', 'be', '17', 'years', 'summer', 'forest', 'ranger', 'Sam', 'Elliott', 'great', 'role', 'usual', 'young', 'Jerry', ""O'Connell"", 'entertaining', 'tests', 'learning', 'importance', 'honor', 'trust', 'integrity', 'think', 'was', 'made', 'TV', 'movie', 'based', 'production', 'fade', 'outs', 'seem', 'be', 'placed', 'commercials', 'Good', 'vision', 'sound', 'transfer', 'full', 'screen', 'movie', 'not', 'look', 'stretched', 'widescreen', 'have', '5.1', 'sound', 'are', 'surround', 'sound', 'values', 'noted.I', 'picked', 'up', 'movie', 'local', 'discount', 'store', '1/2', 'line', 'price']",N/A
882250,A2TGAOHFPAPPJ1,B0007LPS8Q,Joe D. White,"[0, 0]",Just simply a very good story and a unique view of life and times past in the jobs of Forrest Rangering in the mountains of the early West ....j,3,Good Story,1386028800,"12 3, 2013",2013,144,"['Just', 'simply', 'very', 'good', 'story', 'unique', 'view', 'life', 'times', 'past', 'jobs', 'Forrest', 'Rangering', 'mountains', 'early', 'West', '.j']",N/A
882251,A3CNLVS39ZI52N,B0007LPS8Q,"Katy B. Good ""Katy""","[0, 0]",love this movie about a coming of age young man working a summer job. Love Sam Elliot (without his mustache!) as the ranger. The young man and others in the movie were well-chosen for this family-friendly movie.,5,family friendly,1399161600,"05 4, 2014",2014,211,"['love', 'movie', 'coming', 'age', 'young', 'man', 'working', 'summer', 'job', 'Love', 'Sam', 'Elliot', 'mustache', 'ranger', 'young', 'man', 'others', 'movie', 'were', 'well-chosen', 'family-friendly', 'movie']",N/A
